ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	log2err
BP	GO:0030198	extracellular matrix organization	260	0.301345259299506	1.37697100761364	0.00816203880762649	0.209133466748785	0.209133466748785	12556	tags=40%, list=29%, signal=29%	ENSG00000161270/ENSG00000205693/ENSG00000140873/ENSG00000105707/ENSG00000087116/ENSG00000159216/ENSG00000122861/ENSG00000158859/ENSG00000133110/ENSG00000133392/ENSG00000130309/ENSG00000138131/ENSG00000163638/ENSG00000160867/ENSG00000067182/ENSG00000149968/ENSG00000170961/ENSG00000157227/ENSG00000166670/ENSG00000120708/ENSG00000092009/ENSG00000140092/ENSG00000162493/ENSG00000151388/ENSG00000166482/ENSG00000106991/ENSG00000198959/ENSG00000065618/ENSG00000188153/ENSG00000011422/ENSG00000101311/ENSG00000198732/ENSG00000103044/ENSG00000157483/ENSG00000262406/ENSG00000174705/ENSG00000136378/ENSG00000168743/ENSG00000152952/ENSG00000102760/ENSG00000172236/ENSG00000118113/ENSG00000154734/ENSG00000187498/ENSG00000019144/ENSG00000150093/ENSG00000164171/ENSG00000166106/ENSG00000143382/ENSG00000163131/ENSG00000136943/ENSG00000197565/ENSG00000132170/ENSG00000106823/ENSG00000196739/ENSG00000132561/ENSG00000187720/ENSG00000081052/ENSG00000092969/ENSG00000134871/ENSG00000162733/ENSG00000166145/ENSG00000049089/ENSG00000091986/ENSG00000106624/ENSG00000156218/ENSG00000158270/ENSG00000197496/ENSG00000135862/ENSG00000116962/ENSG00000149257/ENSG00000168610/ENSG00000122707/ENSG00000171812/ENSG00000138080/ENSG00000069702/ENSG00000108821/ENSG00000167749/ENSG00000141646/ENSG00000172638/ENSG00000060718/ENSG00000123342/ENSG00000003402/ENSG00000106799/ENSG00000168542/ENSG00000196562/ENSG00000106397/ENSG00000125845/ENSG00000100985/ENSG00000170275/ENSG00000097007/ENSG00000204580/ENSG00000225614/ENSG00000137573/ENSG00000144824/ENSG00000122884/ENSG00000187045/ENSG00000029559/ENSG00000122176/ENSG00000182871/ENSG00000112280/ENSG00000114270/ENSG00000144810/ENSG00000196569	0.380730400722792
CC	GO:0035579	specific granule membrane	90	0.34812217487693	1.37502996008937	0.0419968502683268	0.463245601817881	0.463245601817881	9148	tags=31%, list=21%, signal=25%	ENSG00000125810/ENSG00000142583/ENSG00000172322/ENSG00000160255/ENSG00000122861/ENSG00000204936/ENSG00000135926/ENSG00000118640/ENSG00000177119/ENSG00000122986/ENSG00000124469/ENSG00000167613/ENSG00000169692/ENSG00000005844/ENSG00000171860/ENSG00000141524/ENSG00000108405/ENSG00000105383/ENSG00000011422/ENSG00000072786/ENSG00000116586/ENSG00000075651/ENSG00000169896/ENSG00000148175/ENSG00000196187/ENSG00000085063/ENSG00000092531/ENSG00000068650	0.321775918075361
BP	GO:0010212	response to ionizing radiation	113	0.337438907975263	1.37415330870051	0.0181616378193376	0.298346481842526	0.298346481842526	16360	tags=50%, list=37%, signal=32%	ENSG00000187736/ENSG00000162692/ENSG00000124762/ENSG00000163565/ENSG00000151164/ENSG00000169245/ENSG00000141510/ENSG00000173559/ENSG00000107485/ENSG00000109846/ENSG00000126767/ENSG00000166130/ENSG00000116717/ENSG00000108688/ENSG00000144554/ENSG00000104332/ENSG00000137693/ENSG00000181026/ENSG00000081237/ENSG00000165392/ENSG00000091436/ENSG00000110108/ENSG00000197299/ENSG00000168411/ENSG00000161970/ENSG00000138376/ENSG00000145423/ENSG00000161010/ENSG00000149115/ENSG00000143878/ENSG00000182979/ENSG00000152422/ENSG00000139618/ENSG00000158161/ENSG00000172977/ENSG00000164305/ENSG00000163322/ENSG00000165828/ENSG00000148218/ENSG00000186104/ENSG00000128908/ENSG00000196419/ENSG00000136273/ENSG00000069275/ENSG00000118046/ENSG00000173848/ENSG00000106009/ENSG00000164190/ENSG00000065427/ENSG00000163781/ENSG00000146872/ENSG00000114346/ENSG00000104529/ENSG00000087206/ENSG00000149311/ENSG00000105329/ENSG00000133895	0.352487857583619
MF	GO:0022843	voltage-gated monoatomic cation channel activity	139	-0.330867506698583	-1.37295790063473	0.0260650313254809	0.354594799123359	0.354594799123359	12355	tags=41%, list=28%, signal=30%	ENSG00000178342/ENSG00000080709/ENSG00000167535/ENSG00000157542/ENSG00000117013/ENSG00000173338/ENSG00000132639/ENSG00000169282/ENSG00000129159/ENSG00000170745/ENSG00000153956/ENSG00000185760/ENSG00000162687/ENSG00000184261/ENSG00000166862/ENSG00000162975/ENSG00000006283/ENSG00000182389/ENSG00000158445/ENSG00000184408/ENSG00000187486/ENSG00000168135/ENSG00000156486/ENSG00000142408/ENSG00000075043/ENSG00000182324/ENSG00000124134/ENSG00000196557/ENSG00000135750/ENSG00000177272/ENSG00000026559/ENSG00000170049/ENSG00000099337/ENSG00000121361/ENSG00000149575/ENSG00000067191/ENSG00000165091/ENSG00000131398/ENSG00000260458/ENSG00000177301/ENSG00000111262/ENSG00000162989/ENSG00000143473/ENSG00000006116/ENSG00000152705/ENSG00000164588/ENSG00000007402/ENSG00000171303/ENSG00000166006/ENSG00000162494/ENSG00000138622/ENSG00000182674/ENSG00000104321/ENSG00000164794/ENSG00000124780/ENSG00000184709/ENSG00000130433	0.352487857583619
BP	GO:0002758	innate immune response-activating signaling pathway	293	0.301835804625894	1.37231037794535	0.00273095101036521	0.115795095378582	0.115795095378582	11124	tags=29%, list=25%, signal=22%	ENSG00000183542/ENSG00000132522/ENSG00000204616/ENSG00000243414/ENSG00000239961/ENSG00000135114/ENSG00000163220/ENSG00000101916/ENSG00000112851/ENSG00000172936/ENSG00000168884/ENSG00000137462/ENSG00000170458/ENSG00000095970/ENSG00000162645/ENSG00000163568/ENSG00000134070/ENSG00000143546/ENSG00000163565/ENSG00000239732/ENSG00000204610/ENSG00000239998/ENSG00000204618/ENSG00000162889/ENSG00000181481/ENSG00000137752/ENSG00000100906/ENSG00000129988/ENSG00000134545/ENSG00000150457/ENSG00000174125/ENSG00000172243/ENSG00000198001/ENSG00000038945/ENSG00000204388/ENSG00000254087/ENSG00000145365/ENSG00000164430/ENSG00000110057/ENSG00000089041/ENSG00000204389/ENSG00000090376/ENSG00000118503/ENSG00000163131/ENSG00000276600/ENSG00000147324/ENSG00000162711/ENSG00000005893/ENSG00000125734/ENSG00000104312/ENSG00000151692/ENSG00000135077/ENSG00000101336/ENSG00000179630/ENSG00000134242/ENSG00000104365/ENSG00000167851/ENSG00000188706/ENSG00000107201/ENSG00000154589/ENSG00000205213/ENSG00000173039/ENSG00000105373/ENSG00000091106/ENSG00000180370/ENSG00000127666/ENSG00000249437/ENSG00000184216/ENSG00000155629/ENSG00000025434/ENSG00000105483/ENSG00000189403/ENSG00000073331/ENSG00000174130/ENSG00000134539/ENSG00000196664/ENSG00000135218/ENSG00000010810/ENSG00000106100/ENSG00000139370/ENSG00000164251/ENSG00000167207/ENSG00000114738/ENSG00000129657/ENSG00000012223	0.431707695803346
MF	GO:0001540	amyloid-beta binding	84	0.360424820076891	1.37218969898497	0.0284972198034603	0.373099180279473	0.373099180279473	10368	tags=32%, list=24%, signal=25%	ENSG00000064300/ENSG00000173372/ENSG00000160255/ENSG00000137462/ENSG00000095970/ENSG00000157978/ENSG00000130164/ENSG00000122679/ENSG00000019582/ENSG00000163251/ENSG00000169252/ENSG00000109846/ENSG00000038945/ENSG00000179241/ENSG00000164171/ENSG00000169896/ENSG00000004948/ENSG00000092969/ENSG00000121351/ENSG00000204305/ENSG00000123349/ENSG00000204220/ENSG00000174804/ENSG00000174130/ENSG00000142798/ENSG00000135218/ENSG00000120885	0.352487857583619
CC	GO:0043679	axon terminus	109	-0.344191740297878	-1.37033337604587	0.0297835531148559	0.382741567951371	0.382741567951371	16918	tags=59%, list=39%, signal=36%	ENSG00000144290/ENSG00000158109/ENSG00000149295/ENSG00000109572/ENSG00000125354/ENSG00000102081/ENSG00000109255/ENSG00000159720/ENSG00000074317/ENSG00000168539/ENSG00000150594/ENSG00000042781/ENSG00000145335/ENSG00000124507/ENSG00000188906/ENSG00000176884/ENSG00000070729/ENSG00000137766/ENSG00000105402/ENSG00000181195/ENSG00000167371/ENSG00000120053/ENSG00000005379/ENSG00000125848/ENSG00000187714/ENSG00000172137/ENSG00000160014/ENSG00000129159/ENSG00000171867/ENSG00000118160/ENSG00000115977/ENSG00000163873/ENSG00000184009/ENSG00000166501/ENSG00000050438/ENSG00000126583/ENSG00000125814/ENSG00000183023/ENSG00000116329/ENSG00000198668/ENSG00000165646/ENSG00000102003/ENSG00000116106/ENSG00000150394/ENSG00000168993/ENSG00000159082/ENSG00000054356/ENSG00000101438/ENSG00000130477/ENSG00000166569/ENSG00000131398/ENSG00000146242/ENSG00000177301/ENSG00000111262/ENSG00000133636/ENSG00000104327/ENSG00000164588/ENSG00000100678/ENSG00000166006/ENSG00000128683/ENSG00000145708/ENSG00000036565/ENSG00000163794/ENSG00000225968	0.352487857583619
BP	GO:0150115	cell-substrate junction organization	101	0.347912028797932	1.37000112013876	0.0280475855049267	0.371286024917041	0.371286024917041	11605	tags=33%, list=27%, signal=24%	ENSG00000132470/ENSG00000189058/ENSG00000197747/ENSG00000157227/ENSG00000124145/ENSG00000047648/ENSG00000168309/ENSG00000110900/ENSG00000065618/ENSG00000128052/ENSG00000116574/ENSG00000091409/ENSG00000116586/ENSG00000164171/ENSG00000070759/ENSG00000119185/ENSG00000104332/ENSG00000137076/ENSG00000115414/ENSG00000137801/ENSG00000172476/ENSG00000135862/ENSG00000067900/ENSG00000087077/ENSG00000130669/ENSG00000034971/ENSG00000151914/ENSG00000127603/ENSG00000097007/ENSG00000156232/ENSG00000136114/ENSG00000073712/ENSG00000144824	0.352487857583619
BP	GO:0051216	cartilage development	129	0.331554151835162	1.36978536634584	0.0209937837012194	0.322354917750526	0.322354917750526	13021	tags=39%, list=30%, signal=27%	ENSG00000026508/ENSG00000163501/ENSG00000133048/ENSG00000006747/ENSG00000174697/ENSG00000054938/ENSG00000159216/ENSG00000152266/ENSG00000138685/ENSG00000019549/ENSG00000111199/ENSG00000120708/ENSG00000151388/ENSG00000107485/ENSG00000106809/ENSG00000143867/ENSG00000182158/ENSG00000105855/ENSG00000111186/ENSG00000112175/ENSG00000136378/ENSG00000102265/ENSG00000182704/ENSG00000159167/ENSG00000163513/ENSG00000157017/ENSG00000104415/ENSG00000020633/ENSG00000155850/ENSG00000162599/ENSG00000109906/ENSG00000116985/ENSG00000104635/ENSG00000107779/ENSG00000106799/ENSG00000125378/ENSG00000168542/ENSG00000183688/ENSG00000196562/ENSG00000125845/ENSG00000183691/ENSG00000156466/ENSG00000137573/ENSG00000136110/ENSG00000125398/ENSG00000111341/ENSG00000138696/ENSG00000101096/ENSG00000112964/ENSG00000147869	0.352487857583619
BP	GO:1903707	negative regulation of hemopoiesis	109	0.333903850668204	1.36767953251198	0.0413729150635078	0.457732396722491	0.457732396722491	11397	tags=33%, list=26%, signal=24%	ENSG00000163501/ENSG00000136997/ENSG00000123610/ENSG00000175097/ENSG00000002933/ENSG00000159189/ENSG00000172322/ENSG00000159216/ENSG00000106565/ENSG00000203710/ENSG00000204577/ENSG00000113520/ENSG00000120337/ENSG00000186818/ENSG00000067955/ENSG00000126561/ENSG00000181092/ENSG00000135046/ENSG00000254087/ENSG00000147889/ENSG00000112531/ENSG00000204264/ENSG00000104332/ENSG00000205220/ENSG00000020633/ENSG00000106588/ENSG00000168918/ENSG00000189403/ENSG00000125378/ENSG00000240065/ENSG00000105639/ENSG00000089692/ENSG00000117586/ENSG00000012223/ENSG00000104972/ENSG00000070404	0.321775918075361
MF	GO:0015079	potassium ion transmembrane transporter activity	157	-0.321318669790457	-1.36580681068239	0.0216417399882941	0.325132111730613	0.325132111730613	12458	tags=43%, list=28%, signal=31%	ENSG00000065923/ENSG00000178342/ENSG00000124249/ENSG00000080709/ENSG00000157542/ENSG00000117013/ENSG00000173338/ENSG00000074803/ENSG00000132639/ENSG00000169282/ENSG00000129159/ENSG00000124067/ENSG00000163873/ENSG00000170745/ENSG00000143153/ENSG00000070985/ENSG00000185760/ENSG00000162687/ENSG00000184261/ENSG00000162975/ENSG00000104888/ENSG00000158445/ENSG00000184408/ENSG00000090674/ENSG00000187486/ENSG00000188467/ENSG00000168135/ENSG00000156486/ENSG00000091664/ENSG00000075043/ENSG00000182324/ENSG00000182132/ENSG00000113504/ENSG00000124134/ENSG00000105737/ENSG00000135750/ENSG00000177272/ENSG00000105675/ENSG00000221955/ENSG00000026559/ENSG00000170049/ENSG00000155886/ENSG00000099337/ENSG00000121361/ENSG00000149575/ENSG00000131398/ENSG00000171189/ENSG00000260458/ENSG00000124140/ENSG00000177301/ENSG00000111262/ENSG00000162989/ENSG00000143473/ENSG00000107593/ENSG00000164588/ENSG00000171303/ENSG00000166006/ENSG00000072954/ENSG00000115041/ENSG00000162494/ENSG00000215262/ENSG00000138622/ENSG00000182674/ENSG00000145936/ENSG00000164794/ENSG00000124780/ENSG00000184709	0.352487857583619
CC	GO:0070820	tertiary granule	157	0.322463388664873	1.36307797811763	0.0161341787748212	0.283536446398962	0.283536446398962	9543	tags=29%, list=22%, signal=22%	ENSG00000018280/ENSG00000096006/ENSG00000123610/ENSG00000125810/ENSG00000171051/ENSG00000163661/ENSG00000110719/ENSG00000172322/ENSG00000160255/ENSG00000203710/ENSG00000185883/ENSG00000122861/ENSG00000064666/ENSG00000204936/ENSG00000257335/ENSG00000146094/ENSG00000118640/ENSG00000254415/ENSG00000177119/ENSG00000124469/ENSG00000167613/ENSG00000196352/ENSG00000141524/ENSG00000081277/ENSG00000105383/ENSG00000169403/ENSG00000118113/ENSG00000116586/ENSG00000163131/ENSG00000075651/ENSG00000076944/ENSG00000169896/ENSG00000134760/ENSG00000148175/ENSG00000257017/ENSG00000096696/ENSG00000196187/ENSG00000005893/ENSG00000085063/ENSG00000167851/ENSG00000092531/ENSG00000068650/ENSG00000171298/ENSG00000079739/ENSG00000185896	0.352487857583619
BP	GO:0071887	leukocyte apoptotic process	79	0.357805843645617	1.3617840436707	0.0368882409347339	0.424962993743105	0.424962993743105	14267	tags=44%, list=33%, signal=30%	ENSG00000182782/ENSG00000159763/ENSG00000160791/ENSG00000180353/ENSG00000136634/ENSG00000171611/ENSG00000141510/ENSG00000113916/ENSG00000019582/ENSG00000168961/ENSG00000165806/ENSG00000135046/ENSG00000254087/ENSG00000121853/ENSG00000026103/ENSG00000147889/ENSG00000168040/ENSG00000117560/ENSG00000151694/ENSG00000125378/ENSG00000105639/ENSG00000135047/ENSG00000167207/ENSG00000271503/ENSG00000104972/ENSG00000241839/ENSG00000126353/ENSG00000144802/ENSG00000136244/ENSG00000065675/ENSG00000172724/ENSG00000139636/ENSG00000164305/ENSG00000157514/ENSG00000178999	0.321775918075361
BP	GO:0008584	male gonad development	80	-0.351807763924964	-1.35958105417083	0.0364199001335804	0.420952282462592	0.420952282462592	7087	tags=22%, list=16%, signal=19%	ENSG00000170820/ENSG00000229937/ENSG00000049130/ENSG00000260428/ENSG00000164442/ENSG00000104755/ENSG00000198400/ENSG00000102678/ENSG00000104899/ENSG00000157404/ENSG00000138039/ENSG00000104826/ENSG00000129194/ENSG00000136574/ENSG00000087510/ENSG00000100290/ENSG00000136931/ENSG00000137090	0.321775918075361
MF	GO:0061135	endopeptidase regulator activity	168	0.318481873166444	1.3585553108046	0.00965177996609439	0.225684881810315	0.225684881810315	9560	tags=31%, list=22%, signal=24%	ENSG00000188488/ENSG00000196136/ENSG00000205693/ENSG00000171201/ENSG00000197249/ENSG00000089685/ENSG00000021355/ENSG00000204397/ENSG00000163568/ENSG00000101441/ENSG00000170369/ENSG00000244731/ENSG00000224389/ENSG00000214510/ENSG00000135222/ENSG00000182718/ENSG00000124107/ENSG00000149131/ENSG00000205155/ENSG00000229453/ENSG00000100911/ENSG00000002330/ENSG00000106366/ENSG00000163359/ENSG00000180083/ENSG00000175121/ENSG00000102265/ENSG00000170373/ENSG00000105825/ENSG00000165953/ENSG00000173335/ENSG00000160111/ENSG00000106927/ENSG00000107738/ENSG00000167634/ENSG00000099937/ENSG00000156535/ENSG00000125730/ENSG00000213005/ENSG00000117601/ENSG00000162711/ENSG00000168634/ENSG00000166145/ENSG00000151655/ENSG00000137801/ENSG00000125823/ENSG00000198670/ENSG00000149257/ENSG00000122707/ENSG00000091106/ENSG00000166535/ENSG00000249437	0.380730400722792
BP	GO:0043535	regulation of blood vessel endothelial cell migration	131	-0.327807726804992	-1.35701761524936	0.0140439356691454	0.269215619571845	0.269215619571845	8373	tags=27%, list=19%, signal=22%	ENSG00000194717/ENSG00000208006/ENSG00000199177/ENSG00000207782/ENSG00000199038/ENSG00000207870/ENSG00000207947/ENSG00000263761/ENSG00000199075/ENSG00000207611/ENSG00000232810/ENSG00000073756/ENSG00000207743/ENSG00000199161/ENSG00000199080/ENSG00000048052/ENSG00000207705/ENSG00000207754/ENSG00000207633/ENSG00000199059/ENSG00000207761/ENSG00000199082/ENSG00000207935/ENSG00000207821/ENSG00000207607/ENSG00000101280/ENSG00000207827/ENSG00000207805/ENSG00000208005/ENSG00000267200/ENSG00000207752/ENSG00000207713/ENSG00000267195/ENSG00000006638/ENSG00000284231	0.380730400722792
BP	GO:1904018	positive regulation of vasculature development	176	0.309387370251107	1.35681671297772	0.014694939362304	0.274496348578402	0.274496348578402	10355	tags=34%, list=24%, signal=26%	ENSG00000133048/ENSG00000240583/ENSG00000167772/ENSG00000183625/ENSG00000156574/ENSG00000134817/ENSG00000004776/ENSG00000160255/ENSG00000159216/ENSG00000148926/ENSG00000138685/ENSG00000159399/ENSG00000161638/ENSG00000259207/ENSG00000141448/ENSG00000117525/ENSG00000136634/ENSG00000148848/ENSG00000173801/ENSG00000284032/ENSG00000092009/ENSG00000106211/ENSG00000120332/ENSG00000171860/ENSG00000179776/ENSG00000106366/ENSG00000125538/ENSG00000169429/ENSG00000198959/ENSG00000132205/ENSG00000128052/ENSG00000164867/ENSG00000143494/ENSG00000105855/ENSG00000128165/ENSG00000121853/ENSG00000122691/ENSG00000146904/ENSG00000150093/ENSG00000157017/ENSG00000016082/ENSG00000125730/ENSG00000074842/ENSG00000109458/ENSG00000197405/ENSG00000124212/ENSG00000100219/ENSG00000091879/ENSG00000121966/ENSG00000186810/ENSG00000137801/ENSG00000168610/ENSG00000185591/ENSG00000138080/ENSG00000116044/ENSG00000130669/ENSG00000189403/ENSG00000100644/ENSG00000176170/ENSG00000106799	0.380730400722792
BP	GO:0070665	positive regulation of leukocyte proliferation	132	0.326317591624597	1.35681291189657	0.0238640739512951	0.343092271454678	0.343092271454678	10244	tags=33%, list=23%, signal=25%	ENSG00000143184/ENSG00000100368/ENSG00000174697/ENSG00000162692/ENSG00000114013/ENSG00000198851/ENSG00000105246/ENSG00000113520/ENSG00000160223/ENSG00000239732/ENSG00000184371/ENSG00000122122/ENSG00000147168/ENSG00000110944/ENSG00000203747/ENSG00000164136/ENSG00000196352/ENSG00000204472/ENSG00000019582/ENSG00000090659/ENSG00000168961/ENSG00000125538/ENSG00000162594/ENSG00000130427/ENSG00000135046/ENSG00000254087/ENSG00000204592/ENSG00000163513/ENSG00000138684/ENSG00000223865/ENSG00000168040/ENSG00000231389/ENSG00000182578/ENSG00000135077/ENSG00000161955/ENSG00000081237/ENSG00000204305/ENSG00000169194/ENSG00000150782/ENSG00000189403/ENSG00000186827/ENSG00000096968/ENSG00000159958	0.352487857583619
CC	GO:0016363	nuclear matrix	129	0.328378609459934	1.35666590621626	0.0260321947107788	0.354594799123359	0.354594799123359	15152	tags=42%, list=35%, signal=27%	ENSG00000160789/ENSG00000105198/ENSG00000276043/ENSG00000111057/ENSG00000197747/ENSG00000108604/ENSG00000165702/ENSG00000182718/ENSG00000170421/ENSG00000141510/ENSG00000169504/ENSG00000172216/ENSG00000136518/ENSG00000113368/ENSG00000121931/ENSG00000026025/ENSG00000049167/ENSG00000011243/ENSG00000140464/ENSG00000170345/ENSG00000183779/ENSG00000226650/ENSG00000197299/ENSG00000147140/ENSG00000137497/ENSG00000118007/ENSG00000163635/ENSG00000101868/ENSG00000165410/ENSG00000012779/ENSG00000196504/ENSG00000090889/ENSG00000079134/ENSG00000105127/ENSG00000103510/ENSG00000153207/ENSG00000113140/ENSG00000110844/ENSG00000162664/ENSG00000129566/ENSG00000101972/ENSG00000114315/ENSG00000111676/ENSG00000133226/ENSG00000172757/ENSG00000141644/ENSG00000130024/ENSG00000114026/ENSG00000128708/ENSG00000184575/ENSG00000122566/ENSG00000066117/ENSG00000087495/ENSG00000166164	0.352487857583619
BP	GO:0045638	negative regulation of myeloid cell differentiation	77	0.355995512909958	1.35659248489288	0.0375535599095087	0.428678517185668	0.428678517185668	13464	tags=43%, list=31%, signal=30%	ENSG00000136997/ENSG00000123610/ENSG00000159189/ENSG00000159216/ENSG00000128016/ENSG00000274618/ENSG00000204577/ENSG00000113520/ENSG00000278705/ENSG00000186818/ENSG00000181092/ENSG00000120068/ENSG00000254087/ENSG00000276180/ENSG00000112531/ENSG00000143995/ENSG00000168918/ENSG00000185650/ENSG00000109906/ENSG00000185043/ENSG00000158406/ENSG00000197837/ENSG00000197238/ENSG00000012223/ENSG00000104972/ENSG00000070404/ENSG00000270882/ENSG00000270276/ENSG00000166477/ENSG00000277157/ENSG00000136869/ENSG00000170498/ENSG00000145022	0.321775918075361
BP	GO:0043062	extracellular structure organization	261	0.30055418032772	1.35646083750186	0.00963766462239914	0.225684881810315	0.225684881810315	12556	tags=40%, list=29%, signal=29%	ENSG00000161270/ENSG00000205693/ENSG00000140873/ENSG00000105707/ENSG00000087116/ENSG00000159216/ENSG00000122861/ENSG00000158859/ENSG00000133110/ENSG00000133392/ENSG00000130309/ENSG00000138131/ENSG00000163638/ENSG00000160867/ENSG00000067182/ENSG00000149968/ENSG00000170961/ENSG00000157227/ENSG00000166670/ENSG00000120708/ENSG00000092009/ENSG00000140092/ENSG00000162493/ENSG00000151388/ENSG00000166482/ENSG00000106991/ENSG00000198959/ENSG00000065618/ENSG00000188153/ENSG00000011422/ENSG00000101311/ENSG00000198732/ENSG00000103044/ENSG00000157483/ENSG00000262406/ENSG00000174705/ENSG00000136378/ENSG00000168743/ENSG00000152952/ENSG00000102760/ENSG00000172236/ENSG00000118113/ENSG00000154734/ENSG00000187498/ENSG00000019144/ENSG00000150093/ENSG00000164171/ENSG00000166106/ENSG00000143382/ENSG00000163131/ENSG00000136943/ENSG00000197565/ENSG00000132170/ENSG00000106823/ENSG00000196739/ENSG00000132561/ENSG00000187720/ENSG00000081052/ENSG00000092969/ENSG00000134871/ENSG00000162733/ENSG00000166145/ENSG00000049089/ENSG00000091986/ENSG00000106624/ENSG00000156218/ENSG00000158270/ENSG00000197496/ENSG00000135862/ENSG00000116962/ENSG00000149257/ENSG00000168610/ENSG00000122707/ENSG00000171812/ENSG00000138080/ENSG00000069702/ENSG00000108821/ENSG00000167749/ENSG00000141646/ENSG00000172638/ENSG00000060718/ENSG00000123342/ENSG00000003402/ENSG00000106799/ENSG00000168542/ENSG00000196562/ENSG00000106397/ENSG00000125845/ENSG00000100985/ENSG00000170275/ENSG00000097007/ENSG00000204580/ENSG00000225614/ENSG00000137573/ENSG00000144824/ENSG00000122884/ENSG00000187045/ENSG00000029559/ENSG00000122176/ENSG00000182871/ENSG00000112280/ENSG00000114270/ENSG00000144810/ENSG00000196569	0.380730400722792
